Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     238/280         Oftsh<Ofs<doublecomplex > >::Oftsh(int, int) [2064]
-----------------------------------------------
                0.00    0.01      34/34          void std::__uninitialized_fill_n<false>::__uninit_fill_n<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&) [12]
[11]     1.0    0.00    0.01      34         void std::_Construct<Ofts<Ofs<doublecomplex > >, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > > const&) [11]
                0.00    0.01      34/34          Ofts<Ofs<doublecomplex > >::Ofts(Ofts<Ofs<doublecomplex > > const&) [10]
                0.00    0.00      34/34          operator new(unsigned long, void*) [2072]
-----------------------------------------------
                0.00    0.01       6/6           void std::uninitialized_fill_n<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&) [15]
[12]     1.0    0.00    0.01       6         void std::__uninitialized_fill_n<false>::__uninit_fill_n<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&) [12]
                0.00    0.01      34/34          void std::_Construct<Ofts<Ofs<doublecomplex > >, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > > const&) [11]
                0.00    0.00      34/68          Ofts<Ofs<doublecomplex > >* std::__addressof<Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >&) [2068]
-----------------------------------------------
                0.00    0.01       6/6           std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::vector(unsigned long, Ofts<Ofs<doublecomplex > > const&, std::allocator<Ofts<Ofs<doublecomplex > > > const&) [14]
[13]     1.0    0.00    0.01       6         std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_fill_initialize(unsigned long, Ofts<Ofs<doublecomplex > > const&) [13]
                0.00    0.01       6/6           void std::__uninitialized_fill_n_a<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > >, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&, std::allocator<Ofts<Ofs<doublecomplex > > >&) [16]
                0.00    0.00       6/12          std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_get_Tp_allocator() [2076]
-----------------------------------------------
                0.00    0.01       6/6           pmInt() [7]
[14]     1.0    0.00    0.01       6         std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::vector(unsigned long, Ofts<Ofs<doublecomplex > > const&, std::allocator<Ofts<Ofs<doublecomplex > > > const&) [14]
                0.00    0.01       6/6           std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_fill_initialize(unsigned long, Ofts<Ofs<doublecomplex > > const&) [13]
                0.00    0.00       6/6           std::_Vector_base<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_Vector_base(unsigned long, std::allocator<Ofts<Ofs<doublecomplex > > > const&) [2093]
-----------------------------------------------
                0.00    0.01       6/6           void std::__uninitialized_fill_n_a<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > >, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&, std::allocator<Ofts<Ofs<doublecomplex > > >&) [16]
[15]     1.0    0.00    0.01       6         void std::uninitialized_fill_n<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&) [15]
                0.00    0.01       6/6           void std::__uninitialized_fill_n<false>::__uninit_fill_n<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&) [12]
-----------------------------------------------
                0.00    0.01       6/6           std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_fill_initialize(unsigned long, Ofts<Ofs<doublecomplex > > const&) [13]
[16]     1.0    0.00    0.01       6         void std::__uninitialized_fill_n_a<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > >, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&, std::allocator<Ofts<Ofs<doublecomplex > > >&) [16]
                0.00    0.01       6/6           void std::uninitialized_fill_n<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&) [15]
-----------------------------------------------
                0.00    0.01    7140/7140        Ofts<Ofs<doublecomplex > >::Ofts(Ofts<Ofs<doublecomplex > > const&) [10]
[17]     0.7    0.00    0.01    7140         Oftsh<Ofs<doublecomplex > >::getCoef(int) const [17]
                0.01    0.00    7140/7140        Ofs<doublecomplex >::Ofs(Ofs<doublecomplex > const&) [22]
                0.00    0.00    7140/5155332     FTDA::nmon(int, int) [9]
-----------------------------------------------
                0.01    0.00 2430722/2430722     void Oftsh<Ofs<doublecomplex > >::sevaluate<doublecomplex >(doublecomplex *, Ofs<doublecomplex >&) [2]
[18]     0.7    0.01    0.00 2430722         FTDA::prxkt(int*, int) [18]
-----------------------------------------------
                0.00    0.00    8402/20376       Ofs<doublecomplex >::Ofs(int) [26]
                0.01    0.00   11974/20376       void Ofts<Ofs<doublecomplex > >::evaluate<doublecomplex >(doublecomplex *, Ofs<doublecomplex >&, int const&) [1]
[19]     0.7    0.01    0.00   20376         Ofs<doublecomplex >::zero() [19]
-----------------------------------------------
                0.00    0.00    1206/11974       OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
                0.01    0.00   10768/11974       qbfbp_fh(double, double const*, double*, void*) [4]
[20]     0.7    0.01    0.00   11974         Ofs<doublecomplex >::evaluate(double const&) [20]
-----------------------------------------------
                0.01    0.00    8832/8832        evaluateCoef(double*, double, double, int, double*) [23]
[21]     0.7    0.01    0.00    8832         evaluateOdd(double, double, int, double*, double*) [21]
-----------------------------------------------
                0.01    0.00    7140/7140        Oftsh<Ofs<doublecomplex > >::getCoef(int) const [17]
[22]     0.7    0.01    0.00    7140         Ofs<doublecomplex >::Ofs(Ofs<doublecomplex > const&) [22]
-----------------------------------------------
                0.00    0.01    2944/2944        qbfbp_vfn_novar(double, double const*, double*, void*) [24]
[23]     0.7    0.00    0.01    2944         evaluateCoef(double*, double, double, int, double*) [23]
                0.01    0.00    8832/8832        evaluateOdd(double, double, int, double*, double*) [21]
                0.00    0.00   14720/14720       evaluateEven(double, double, int, double*, double*) [2051]
-----------------------------------------------
                0.00    0.00       1/2944        gsl_odeiv2_evolve_apply [28]
                0.00    0.00     200/2944        OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
                0.00    0.01    2743/2944        rk8pd_apply [3]
[24]     0.7    0.00    0.01    2944         qbfbp_vfn_novar(double, double const*, double*, void*) [24]
                0.00    0.01    2944/2944        evaluateCoef(double*, double, double, int, double*) [23]
                0.00    0.00    2944/2944        evaluateCoefDerivatives(double*, double, double, int, double*, int) [2063]
-----------------------------------------------
                                                 <spontaneous>
[25]     0.3    0.01    0.00                 FTDA::free() [25]
-----------------------------------------------
                0.00    0.00       2/8402        pmInt() [7]
                0.00    0.00    1260/8402        Ofts<Ofs<doublecomplex > >::Ofts() [27]
                0.00    0.00    7140/8402        Ofts<Ofs<doublecomplex > >::Ofts(Ofts<Ofs<doublecomplex > > const&) [10]
[26]     0.3    0.00    0.00    8402         Ofs<doublecomplex >::Ofs(int) [26]
                0.00    0.00    8402/20376       Ofs<doublecomplex >::zero() [19]
-----------------------------------------------
                0.00    0.00       6/6           pmInt() [7]
[27]     0.0    0.00    0.00       6         Ofts<Ofs<doublecomplex > >::Ofts() [27]
                0.00    0.00    1260/8402        Ofs<doublecomplex >::Ofs(int) [26]
                0.00    0.00      42/280         Oftsh<Ofs<doublecomplex > >::linkCoefs(Ofs<doublecomplex >*) [31]
                0.00    0.00      42/5155332     FTDA::nmon(int, int) [9]
                0.00    0.00    1272/8480        binomial(unsigned long, unsigned long) [2057]
                0.00    0.00    1260/15540       Ofs<doublecomplex >::operator=(Ofs<doublecomplex > const&) [2050]
                0.00    0.00    1260/15542       Ofs<doublecomplex >::~Ofs() [2049]
                0.00    0.00      42/280         Oftsh<Ofs<doublecomplex > >::Oftsh(int, int) [2064]
-----------------------------------------------
                                                 <spontaneous>
[28]     0.0    0.00    0.00                 gsl_odeiv2_evolve_apply [28]
                0.00    0.00       1/2692        qbfbp_fh(double, double const*, double*, void*) [4]
                0.00    0.00       1/2944        qbfbp_vfn_novar(double, double const*, double*, void*) [24]
-----------------------------------------------
                0.00    0.00      34/34          readVOFTS(std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::string, int) [30]
[29]     0.0    0.00    0.00      34         readOFTS(Ofts<Ofs<doublecomplex > >&, std::string, int) [29]
                0.00    0.00    7378/5155332     FTDA::nmon(int, int) [9]
                0.00    0.00    7140/7140        Ofts<Ofs<doublecomplex > >::getCoef(int const&, int const&) const [32]
                0.00    0.00    7378/7378        Ofts<Ofs<doublecomplex > >::getNV() const [2058]
                0.00    0.00    7140/7140        readOFS(Ofs<doublecomplex >&, std::basic_ifstream<char, std::char_traits<char> >&, int) [2059]
                0.00    0.00     272/272         Ofts<Ofs<doublecomplex > >::getOrder() const [2066]
-----------------------------------------------
                0.00    0.00       6/6           pmInt() [7]
[30]     0.0    0.00    0.00       6         readVOFTS(std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::string, int) [30]
                0.00    0.00      34/34          readOFTS(Ofts<Ofs<doublecomplex > >&, std::string, int) [29]
                0.00    0.00      68/102         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [2067]
                0.00    0.00      40/10808       std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::size() const [2054]
                0.00    0.00      34/60          std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [2069]
                0.00    0.00      34/12008       std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::operator[](unsigned long) [2053]
-----------------------------------------------
                               12880             Oftsh<Ofs<doublecomplex > >::linkCoefs(Ofs<doublecomplex >*) [31]
                0.00    0.00      42/280         Ofts<Ofs<doublecomplex > >::Ofts() [27]
                0.00    0.00     238/280         Ofts<Ofs<doublecomplex > >::Ofts(Ofts<Ofs<doublecomplex > > const&) [10]
[31]     0.0    0.00    0.00     280+12880   Oftsh<Ofs<doublecomplex > >::linkCoefs(Ofs<doublecomplex >*) [31]
                0.00    0.00   12880/5155332     FTDA::nmon(int, int) [9]
                               12880             Oftsh<Ofs<doublecomplex > >::linkCoefs(Ofs<doublecomplex >*) [31]
-----------------------------------------------
                0.00    0.00    7140/7140        readOFTS(Ofts<Ofs<doublecomplex > >&, std::string, int) [29]
[32]     0.0    0.00    0.00    7140         Ofts<Ofs<doublecomplex > >::getCoef(int const&, int const&) const [32]
                0.00    0.00    7140/5155332     FTDA::nmon(int, int) [9]
                0.00    0.00    7140/7140        Oftsh<Ofs<doublecomplex > >::getCA() const [2060]
-----------------------------------------------
                0.00    0.00       4/34          gnuplot_set_xlabel [38]
                0.00    0.00       4/34          gnuplot_set_ylabel [39]
                0.00    0.00       4/34          gnuplot_plot_atmpfile [36]
                0.00    0.00      10/34          OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
                0.00    0.00      12/34          pmInt() [7]
[33]     0.0    0.00    0.00      34         gnuplot_cmd [33]
-----------------------------------------------
                0.00    0.00       4/4           pmInt() [7]
[34]     0.0    0.00    0.00       4         gnuplot_close [34]
-----------------------------------------------
                0.00    0.00       4/4           pmInt() [7]
[35]     0.0    0.00    0.00       4         gnuplot_init [35]
                0.00    0.00       4/4           gnuplot_setstyle [41]
                0.00    0.00       4/4           gnuplot_setcolor [40]
-----------------------------------------------
                0.00    0.00       4/4           gnuplot_plot_xy [37]
[36]     0.0    0.00    0.00       4         gnuplot_plot_atmpfile [36]
                0.00    0.00       4/34          gnuplot_cmd [33]
-----------------------------------------------
                0.00    0.00       4/4           OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
[37]     0.0    0.00    0.00       4         gnuplot_plot_xy [37]
                0.00    0.00       4/4           gnuplot_tmpfile [42]
                0.00    0.00       4/4           gnuplot_plot_atmpfile [36]
-----------------------------------------------
                0.00    0.00       4/4           OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
[38]     0.0    0.00    0.00       4         gnuplot_set_xlabel [38]
                0.00    0.00       4/34          gnuplot_cmd [33]
-----------------------------------------------
                0.00    0.00       4/4           OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
[39]     0.0    0.00    0.00       4         gnuplot_set_ylabel [39]
                0.00    0.00       4/34          gnuplot_cmd [33]
-----------------------------------------------
                0.00    0.00       4/4           gnuplot_init [35]
[40]     0.0    0.00    0.00       4         gnuplot_setcolor [40]
-----------------------------------------------
                0.00    0.00       4/4           gnuplot_init [35]
[41]     0.0    0.00    0.00       4         gnuplot_setstyle [41]
-----------------------------------------------
                0.00    0.00       4/4           gnuplot_plot_xy [37]
[42]     0.0    0.00    0.00       4         gnuplot_tmpfile [42]
-----------------------------------------------
                0.00    0.00  435540/435540      readOFS(Ofs<doublecomplex >&, std::basic_ifstream<char, std::char_traits<char> >&, int) [2059]
[2048]   0.0    0.00    0.00  435540         Ofs<doublecomplex >::setCoef(doublecomplex  const&, int const&) [2048]
-----------------------------------------------
                0.00    0.00       2/15542       pmInt() [7]
                0.00    0.00    1260/15542       Ofts<Ofs<doublecomplex > >::Ofts() [27]
                0.00    0.00   14280/15542       Ofts<Ofs<doublecomplex > >::Ofts(Ofts<Ofs<doublecomplex > > const&) [10]
[2049]   0.0    0.00    0.00   15542         Ofs<doublecomplex >::~Ofs() [2049]
-----------------------------------------------
                0.00    0.00    1260/15540       Ofts<Ofs<doublecomplex > >::Ofts() [27]
                0.00    0.00   14280/15540       Ofts<Ofs<doublecomplex > >::Ofts(Ofts<Ofs<doublecomplex > > const&) [10]
[2050]   0.0    0.00    0.00   15540         Ofs<doublecomplex >::operator=(Ofs<doublecomplex > const&) [2050]
-----------------------------------------------
                0.00    0.00   14720/14720       evaluateCoef(double*, double, double, int, double*) [23]
[2051]   0.0    0.00    0.00   14720         evaluateEven(double, double, int, double*, double*) [2051]
-----------------------------------------------
                0.00    0.00   12880/12880       Oftsh<Ofs<doublecomplex > >::Oftsh(int, int) [2064]
[2052]   0.0    0.00    0.00   12880         Oftsh<Ofs<doublecomplex > >::lcopy(Oftsh<Ofs<doublecomplex > > const&) [2052]
-----------------------------------------------
                0.00    0.00      34/12008       readVOFTS(std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::string, int) [30]
                0.00    0.00    1206/12008       OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
                0.00    0.00   10768/12008       std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::at(unsigned long) [2056]
[2053]   0.0    0.00    0.00   12008         std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::operator[](unsigned long) [2053]
-----------------------------------------------
                0.00    0.00      40/10808       readVOFTS(std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::string, int) [30]
                0.00    0.00   10768/10808       std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_range_check(unsigned long) const [2055]
[2054]   0.0    0.00    0.00   10808         std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::size() const [2054]
-----------------------------------------------
                0.00    0.00   10768/10768       std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::at(unsigned long) [2056]
[2055]   0.0    0.00    0.00   10768         std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_range_check(unsigned long) const [2055]
                0.00    0.00   10768/10808       std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::size() const [2054]
-----------------------------------------------
                0.00    0.00   10768/10768       qbfbp_fh(double, double const*, double*, void*) [4]
[2056]   0.0    0.00    0.00   10768         std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::at(unsigned long) [2056]
                0.00    0.00   10768/10768       std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::_M_range_check(unsigned long) const [2055]
                0.00    0.00   10768/12008       std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >::operator[](unsigned long) [2053]
-----------------------------------------------
                0.00    0.00    1272/8480        Ofts<Ofs<doublecomplex > >::Ofts() [27]
                0.00    0.00    7208/8480        Ofts<Ofs<doublecomplex > >::Ofts(Ofts<Ofs<doublecomplex > > const&) [10]
[2057]   0.0    0.00    0.00    8480         binomial(unsigned long, unsigned long) [2057]
-----------------------------------------------
                0.00    0.00    7378/7378        readOFTS(Ofts<Ofs<doublecomplex > >&, std::string, int) [29]
[2058]   0.0    0.00    0.00    7378         Ofts<Ofs<doublecomplex > >::getNV() const [2058]
-----------------------------------------------
                0.00    0.00    7140/7140        readOFTS(Ofts<Ofs<doublecomplex > >&, std::string, int) [29]
[2059]   0.0    0.00    0.00    7140         readOFS(Ofs<doublecomplex >&, std::basic_ifstream<char, std::char_traits<char> >&, int) [2059]
                0.00    0.00  435540/435540      Ofs<doublecomplex >::setCoef(doublecomplex  const&, int const&) [2048]
-----------------------------------------------
                0.00    0.00    7140/7140        Ofts<Ofs<doublecomplex > >::getCoef(int const&, int const&) const [32]
[2060]   0.0    0.00    0.00    7140         Oftsh<Ofs<doublecomplex > >::getCA() const [2060]
-----------------------------------------------
                0.00    0.00    5888/5888        evaluateCoefDerivatives(double*, double, double, int, double*, int) [2063]
[2061]   0.0    0.00    0.00    5888         evaluateEvenDerivative(double, double, int, double*, double*) [2061]
-----------------------------------------------
                0.00    0.00    2944/2944        evaluateCoefDerivatives(double*, double, double, int, double*, int) [2063]
[2062]   0.0    0.00    0.00    2944         evaluateOddDerivative(double, double, int, double*, double*) [2062]
-----------------------------------------------
                0.00    0.00    2944/2944        qbfbp_vfn_novar(double, double const*, double*, void*) [24]
[2063]   0.0    0.00    0.00    2944         evaluateCoefDerivatives(double*, double, double, int, double*, int) [2063]
                0.00    0.00    5888/5888        evaluateEvenDerivative(double, double, int, double*, double*) [2061]
                0.00    0.00    2944/2944        evaluateOddDerivative(double, double, int, double*, double*) [2062]
-----------------------------------------------
                               12880             Oftsh<Ofs<doublecomplex > >::Oftsh(int, int) [2064]
                0.00    0.00      42/280         Ofts<Ofs<doublecomplex > >::Ofts() [27]
                0.00    0.00     238/280         Ofts<Ofs<doublecomplex > >::Ofts(Ofts<Ofs<doublecomplex > > const&) [10]
[2064]   0.0    0.00    0.00     280+12880   Oftsh<Ofs<doublecomplex > >::Oftsh(int, int) [2064]
                0.00    0.00   12880/12880       Oftsh<Ofs<doublecomplex > >::lcopy(Oftsh<Ofs<doublecomplex > > const&) [2052]
                               12880             Oftsh<Ofs<doublecomplex > >::Oftsh(int, int) [2064]
-----------------------------------------------
                                1120             Oftsh<Ofs<doublecomplex > >::~Oftsh() [2065]
                0.00    0.00     280/280         Ofts<Ofs<doublecomplex > >::~Ofts() [2070]
[2065]   0.0    0.00    0.00     280+1120    Oftsh<Ofs<doublecomplex > >::~Oftsh() [2065]
                                1120             Oftsh<Ofs<doublecomplex > >::~Oftsh() [2065]
-----------------------------------------------
                0.00    0.00     272/272         readOFTS(Ofts<Ofs<doublecomplex > >&, std::string, int) [29]
[2066]   0.0    0.00    0.00     272         Ofts<Ofs<doublecomplex > >::getOrder() const [2066]
-----------------------------------------------
                0.00    0.00       4/102         OrbitPlot(doublecomplex  const*, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, Ofs<doublecomplex >&, double, gsl_odeiv2_driver_struct*, gsl_odeiv2_driver_struct*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, gnuplot_ctrl*, double*, int, int, QBFBP&, int) [8]
                0.00    0.00      14/102         pmInt() [7]
                0.00    0.00      16/102         coefRetrieving(std::string, double*, int, int) [2100]
                0.00    0.00      68/102         readVOFTS(std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::string, int) [30]
[2067]   0.0    0.00    0.00     102         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [2067]
-----------------------------------------------
                0.00    0.00      34/68          void std::_Destroy_aux<false>::__destroy<Ofts<Ofs<doublecomplex > >*>(Ofts<Ofs<doublecomplex > >*, Ofts<Ofs<doublecomplex > >*) [2087]
                0.00    0.00      34/68          void std::__uninitialized_fill_n<false>::__uninit_fill_n<Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >*, unsigned long, Ofts<Ofs<doublecomplex > > const&) [12]
[2068]   0.0    0.00    0.00      68         Ofts<Ofs<doublecomplex > >* std::__addressof<Ofts<Ofs<doublecomplex > > >(Ofts<Ofs<doublecomplex > >&) [2068]
-----------------------------------------------
                0.00    0.00      10/60          pmInt() [7]
                0.00    0.00      16/60          coefRetrieving(std::string, double*, int, int) [2100]
                0.00    0.00      34/60          readVOFTS(std::vector<Ofts<Ofs<doublecomplex > >, std::allocator<Ofts<Ofs<doublecomplex > > > >&, std::string, int) [30]
